compound_id,base_rdkit_smiles,relation,avg_pIC50
CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,7.920444091724059
CHEMBL3356117,CC(=O)c1ccc(N2CCN(C(=O)CN3CC[C@@H](C(=O)Nc4ccc(O)c(Cl)c4)C3)CC2)cc1,<,4.301029995663981
CHEMBL3688339,CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,<,4.522878745280337
CHEMBL57366,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,<,4.301029995663981
CHEMBL16484,CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccnc3)cc12,,5.080921907623926
CHEMBL1242833,CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(Nc3ccccc3)cc12,<,5.6777807052660805
CHEMBL576982,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,<,4.522878745280337
CHEMBL364587,CC(C)(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,,5.700573713736655
CHEMBL296468,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,,7.16758596099454
CHEMBL2028663,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,,6.899629454882437
CHEMBL3698662,CC(C)(C)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,,8.259637310505756
CHEMBL3698680,CC(C)(CO)Cn1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,,7.136677139879544
CHEMBL1614725,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,<,4.522878745280337
CHEMBL3702079,CC(C)(O)CN1CCN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)CC1,,8.2518119729938
CHEMBL1230607,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,<,4.522878745280337
CHEMBL538798,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,>,5.0
CHEMBL3691572,CC(C)N1C2CCC1CN(C(=O)c1ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc1)C2,,7.809668301829708
CHEMBL4211828,CC(C)N1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)CC6)n3)nc2)CC1,,9.221848749616356
CHEMBL3702046,CC(C)N1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,,8.920818753952375
CHEMBL3658050,CC(C)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,,8.096910013008056
CHEMBL3904602,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,,9.0
CHEMBL3691678,CC(C)N1[C@@H]2CC[C@H]1CN(c1ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc1)C(=O)C2,,7.468521082957745
CHEMBL3642024,CC(C)NC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,,8.244125144327509
CHEMBL3590106,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,<,4.522878745280337
CHEMBL363058,CC(C)OC(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,,5.481486060122113
CHEMBL445757,CC(C)Oc1ccc2c(-c3ccnc(NC4CC4)n3)cnn2n1,,5.795880017344075
CHEMBL496162,CC(C)Oc1ccc2c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)cnn2n1,,7.346787486224656
CHEMBL3691604,CC(C)[C@@H](N)C(=O)N1C2CCC1CN(C(=O)c1ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc1)C2,,8.0
CHEMBL23327,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,,8.397940008672037
CHEMBL3545085,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,<,4.522878745280337
CHEMBL359963,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,,5.700058463963156
CHEMBL99699,CC(C)c1ccccc1Nc1cc(Nc2ccc(OCC(O)CN(C)C)cc2)ncn1,,4.7447274948966935
CHEMBL1801932,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,,4.437554865704096
CHEMBL4297488,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,,4.309803919971486
CHEMBL1234833,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12,,4.698970004336019
CHEMBL4562323,CC(C)c1cnn2c(NCc3ccccc3-n3cccn3)nc(OC3CCCNC3)nc12,<,5.0
CHEMBL4454044,CC(C)c1cnn2c(NCc3ccccc3N(C)C)nc(OC3CCN(C)CC3)nc12,<,5.0
CHEMBL1272171,CC(C)c1n[nH]c(C(F)(F)F)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,,6.2919494758760734
CHEMBL1271898,CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(C3CCNCC3)cn2)n1,,6.644848213833285
CHEMBL1272116,CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,,6.463581062668457
CHEMBL1230170,CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(N3CCNCC3)cn2)n1,,6.491189128192864
CHEMBL1271564,CC(C)c1n[nH]cc1-c1ccnc(Nc2ccc(N3CCNCC3)cn2)n1,,6.287117988620392
CHEMBL3702067,CC(C)n1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)nn3)nc21,,8.602059991327963
CHEMBL3702066,CC(C)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,,8.522878745280337
CHEMBL1241674,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,,5.101089344317988
CHEMBL3691578,CC(CO)N1C2CCC1CN(C(=O)c1ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc1)C2,,7.585026652029182
CHEMBL3774632,CC(O)CNc1nc(NCc2ccc(-c3ccccn3)cc2)c2[nH]nc(C(C)C)c2n1,<,5.698970004336019
CHEMBL3702108,CC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCC(N6CCCC6)CC5)cn4)nc32)CC1,,7.853871964321762
CHEMBL3237704,CC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,,8.455931955649724
CHEMBL3702112,CC1(C)CCC(n2c3nc(Nc4ccc(N5CCC(N6CCCC6)CC5)cn4)ncc3c3ccnc(O)c32)CC1,,8.18045606445813
CHEMBL3702110,CC1(C)CCC(n2c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3c3ccnc(O)c32)CC1,,8.744727494896694
CHEMBL4207451,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(C7CC7)CC6)cn5)ncc4F)cc3n21,,8.013228265733755
CHEMBL4210707,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(CCF)CC6)cn5)ncc4F)cc3n21,,8.244125144327509
CHEMBL4209329,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCNCC6)cn5)ncc4F)cc3n21,,9.221848749616356
CHEMBL3702144,CC1(C)CN(C(=O)Cc2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCN1,,7.2076083105017466
CHEMBL3702038,CC1(C)CN(c2ccc(Nc3ncc4c5cc[nH]c(=O)c5n(C5CCCC5)c4n3)nn2)CCN1,,7.698970004336019
CHEMBL3702199,CC1(C)CN(c2ccc(Nc3ncc4c5ccccc5n(C5CCCC5)c4n3)nn2)CCN1,,7.221848749616356
CHEMBL3702243,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nc2)CCN1,,7.356547323513812
CHEMBL3702248,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nn2)CCN1,,7.769551078621726
CHEMBL3702044,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCN1,,8.161150909262744
CHEMBL3698646,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCN1,,8.657577319177793
CHEMBL3702238,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n([C@@H]5CCNC5)c4n3)nc2)CCN1,,6.519993057042849
CHEMBL3641989,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n([C@@H]5CCOC5)c4n3)nc2)CCN1,,7.769551078621726
CHEMBL3641987,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n([C@@H]5CCOC5)c4n3)nn2)CCN1,,7.6777807052660805
CHEMBL3641960,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CCC[C@@H]5O)c4n3)nc2)CCN1,,6.756961951313706
CHEMBL3641919,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CCC[C@H]5O)c4n3)nc2)CCN1,,7.180456064458132
CHEMBL3641924,CC1(C)CN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CCC[C@H]5O)c4n3)nn2)CCN1,,6.798602875679548
CHEMBL572881,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,<,4.522878745280337
CHEMBL2105728,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,<,4.522878745280337
CHEMBL3698668,CC1(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CCC1,,8.275724130399212
CHEMBL3237702,CC1CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,,8.920818753952375
CHEMBL3698705,CC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)C1,,7.251811972993799
CHEMBL3702028,CC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)C1,,7.721246399047171
CHEMBL3698718,CC1CCN(c2cnc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)cn2)C1,,6.321481620959886
CHEMBL4209318,CC1CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(C)CC6)cn5)ncc4F)cc3n21,,8.244125144327509
CHEMBL3684983,CC1CN(CCO)Cc2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nc21,,7.692503962086787
CHEMBL3702032,CC1CN(c2ccc(Nc3ncc4c5cc[nH]c(=O)c5n(C5CCCC5)c4n3)nc2)CC(C)N1,,7.769551078621726
CHEMBL3702033,CC1CN(c2ccc(Nc3ncc4c5cc[nH]c(=O)c5n(C5CCCC5)c4n3)nn2)CC(C)N1,,7.920818753952375
CHEMBL3702203,CC1CN(c2ccc(Nc3ncc4c5ccccc5n(C5CCCC5)c4n3)nc2)CC(C)N1,,7.508638306165727
CHEMBL3702206,CC1CN(c2ccc(Nc3ncc4c5ccccc5n(C5CCCC5)c4n3)nn2)CC(C)N1,,7.886056647693163
CHEMBL3702094,CC1CN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)CC(C)N1,,7.698970004336019
CHEMBL3698703,CC1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC(C)N1,,8.638272163982407
CHEMBL3698743,CC1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC(C)N1,,8.3767507096021
CHEMBL3698710,CC1CN(c2cnc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)cn2)CC(C)N1,,7.920818753952375
CHEMBL3684981,CC1CNCc2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nc21,,7.504455662453552
CHEMBL3702063,CCC(C)(C)n1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)nn3)nc21,,8.154901959985743
CHEMBL3702064,CCC(C)(C)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,,7.522878745280337
CHEMBL185871,CCC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,,6.508638306165727
CHEMBL5199065,CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,<,5.920818753952375
CHEMBL3702070,CCC(CC)n1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)nn3)nc21,,7.769551078621726
CHEMBL3702068,CCC(CC)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,,8.443697499232712
CHEMBL3702069,CCC(CC)n1c2cnccc2c2cnc(Nc3ccc(N4CC[C@@H](O)C4)nn3)nc21,,5.0
CHEMBL1922120,CCC(O)[C@@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,,4.6020599913279625
CHEMBL1922209,CCC(O)[C@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,,4.958607314841775
CHEMBL4217694,CCC1CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(C)CC6)cn5)ncc4F)cc3n21,,8.0
CHEMBL4213847,CCC1CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(CC)CC6)cn5)ncc4F)cc3n21,,7.853871964321762
CHEMBL3702029,CCC1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCN1,,8.366531544420413
CHEMBL4213109,CCC1Cc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(CC)CC6)cn5)ncc4F)cc3n2C1,,7.303643611266668
CHEMBL372764,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,<,4.522878745280337
CHEMBL1241567,CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)ccc2[nH]ncc12,,5.568636235841013
CHEMBL495544,CCCCc1nn2ncccc2c1-c1ccnc(NC2CC2)n1,<,4.3979400086720375
CHEMBL496575,CCCCc1nn2ncccc2c1-c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1,,6.096910013008056
CHEMBL3642021,CCCNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,,8.327902142064282
CHEMBL187287,CCCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,,
CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,<,4.522878745280337
CHEMBL1230020,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,<,5.0
CHEMBL5285499,CCCc1cc(N[C@@H]2CC[C@@H](N)C2)n2nccc2n1,<,5.920818753952375
CHEMBL281957,CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C,<,4.0
CHEMBL3702056,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccnc(C)c5n(C5CCCC5)c4n3)nc2)CC1,,7.823908740944319
CHEMBL3702179,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)CC1,,8.337242168318426
CHEMBL3640010,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nn2)CC1,,7.7447274948966935
CHEMBL3702185,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccnc(O)c5n(C5CCCC5)c4n3)nc2)CC1,,8.301029995663981
CHEMBL3702183,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccnc(O)c5n(C5CCCC5)c4n3)nn2)CC1,,8.55284196865778
CHEMBL3702186,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccnc(OC)c5n(C5CCCC5)c4n3)nc2)CC1,,8.585026652029182
CHEMBL3702184,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccnc(OC)c5n(C5CCCC5)c4n3)nn2)CC1,,7.958607314841775
CHEMBL3702052,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,,8.468521082957745
CHEMBL3702053,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,,9.0
CHEMBL3702182,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccnnc5n(C5CCCC5)c4n3)nc2)CC1,,7.958607314841775
CHEMBL3684993,CCN(CC)CC(=O)N1CCc2nc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)ccc2C1,,8.522878745280337
CHEMBL45827,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,<,4.3979400086720375
CHEMBL56983,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)Nc3ccccc3)nc2n1,<,4.3979400086720375
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,5.116773054023682
CHEMBL495751,CCN(CC)CCNC(=O)c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,,8.096910013008056
CHEMBL513354,CCN(CC)Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,,7.920818753952375
CHEMBL258039,CCN(CC)c1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,<,6.0
CHEMBL415049,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,<,4.522878745280337
CHEMBL3642028,CCN(CCO)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,,8.013228265733755
CHEMBL3642010,CCN(CCO)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,,8.2839966563652
CHEMBL215152,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,<,4.522878745280337
CHEMBL4203994,CCN1CCC(C(C)c2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)cn2)CC1,,7.73754891026957
CHEMBL4207218,CCN1CCC(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)cn2)CC1,,8.619788758288394
CHEMBL4208875,CCN1CCC(Oc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)cn2)CC1,,8.05551732784983
CHEMBL587723,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,<,4.522878745280337
CHEMBL574738,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,,6.0433580491197905
CHEMBL4211162,CCN1CCN(Cc2ccc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)c(F)cn3)nn2)CC1,,7.91721462968355
CHEMBL4208198,CCN1CCN(Cc2ccc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ccn3)nc2)CC1,,8.537602002101044
